CustomerID,LookalikeID,SimilarityScore
C0021,C0101,0.9968205690656853
C0021,C0145,0.9967449045495042
C0021,C0173,0.9967024978559361
C0022,C0143,0.9932970042666228
C0022,C0056,0.9924312097682843
C0022,C0090,0.9903792508391183
C0023,C0100,0.9998880826612344
C0023,C0051,0.996945297063625
C0023,C0105,0.9962518001270453
C0024,C0194,0.9996781144923924
C0024,C0047,0.9961800464324235
C0024,C0116,0.9955310398777751
C0025,C0192,0.9960249052308608
C0025,C0076,0.9938414861665988
C0025,C0071,0.990493618476024
C0026,C0117,0.9980997211104763
C0026,C0079,0.9960627277244328
C0026,C0125,0.9929202672912711
C0027,C0142,0.9977112366479538
C0027,C0193,0.9953195542719644
C0027,C0134,0.9944699765123272
C0028,C0143,0.9978309727031001
C0028,C0054,0.9966865973756222
C0028,C0045,0.9954870889637671
C0029,C0030,0.9952807806977513
C0029,C0038,0.9940621450870476
C0029,C0094,0.9920544771714982
C0030,C0038,0.9997942230655439
C0030,C0072,0.9981357709636994
C0030,C0160,0.9980584185680645
C0031,C0052,0.996706199868243
C0031,C0071,0.9951429110586811
C0031,C0174,0.9936595714846127
C0032,C0083,0.9944434750675792
C0032,C0025,0.982177012513227
C0032,C0077,0.9805621744889378
C0033,C0094,0.9520512122129583
C0033,C0015,0.9407829680228368
C0033,C0058,0.92817562281958
C0034,C0030,0.9964074176657838
C0034,C0160,0.9963198609580661
C0034,C0038,0.9962425852308692
C0035,C0125,0.9981790236434555
C0035,C0072,0.9961186879199013
C0035,C0131,0.9953938153550742
C0036,C0131,0.9962969163660459
C0036,C0035,0.9944259427680185
C0036,C0125,0.9907475809081276
C0037,C0149,0.9992094745089151
C0037,C0064,0.9990382642981437
C0037,C0170,0.9974512377566969
C0038,C0030,0.9997942230655439
C0038,C0072,0.9991684702582172
C0038,C0160,0.9987248848199856
C0039,C0195,0.9993505510906538
C0039,C0169,0.9979676515716137
C0039,C0153,0.9977000737310128
C0040,C0115,0.9900014580040615
C0040,C0138,0.9836597232751388
C0040,C0007,0.9778024652056033
C0041,C0053,0.9970195225825225
C0041,C0105,0.9923404435047106
C0041,C0057,0.9913299568474603
C0042,C0131,0.990418027038623
C0042,C0125,0.988026268229951
C0042,C0050,0.9845311954091915
C0043,C0002,0.9864025823178129
C0043,C0186,0.9862942992286052
C0043,C0128,0.9844096487029255
C0044,C0074,0.9962861674565423
C0044,C0066,0.9906152667489816
C0044,C0196,0.9873022482037977
C0045,C0143,0.9985597617744117
C0045,C0028,0.9954870889637671
C0045,C0136,0.9906200435598621
C0046,C0122,0.997651986779143
C0046,C0068,0.9974927127979487
C0046,C0059,0.9955083551014636
C0047,C0098,0.9969540166773571
C0047,C0116,0.9966570073155726
C0047,C0024,0.9961800464324235
C0048,C0107,0.9996106406973165
C0048,C0011,0.9986987408536648
C0048,C0001,0.9980715992388206
C0049,C0047,0.9914985520625318
C0049,C0098,0.991432455396864
C0049,C0008,0.9839177557958774
C0050,C0185,0.9973374229636918
C0050,C0079,0.9942799835724316
C0050,C0117,0.9941584231400811
C0051,C0100,0.9970470292409706
C0051,C0023,0.996945297063625
C0051,C0105,0.9923600333960385
C0052,C0133,0.9971175871931253
C0052,C0031,0.996706199868243
C0052,C0174,0.9957081590018889
C0053,C0105,0.997425170685738
C0053,C0041,0.9970195225825225
C0053,C0149,0.996887450493111
C0054,C0028,0.9966865973756222
C0054,C0143,0.9940780744820499
C0054,C0045,0.9903831143502547
C0055,C0072,0.9988311939017591
C0055,C0189,0.9985113192573442
C0055,C0038,0.9984239842667841
C0056,C0106,0.9980708936853581
C0056,C0177,0.9959412739993991
C0056,C0178,0.9957213041870571
C0057,C0105,0.99963654500024
C0057,C0064,0.9966960866119807
C0057,C0053,0.996234398580073
C0058,C0015,0.941601902964098
C0058,C0033,0.92817562281958
C0058,C0042,0.9020118009132426
C0059,C0068,0.9958068629670502
C0059,C0046,0.9955083551014636
C0059,C0122,0.9929235824245009
C0060,C0014,0.9838543164404385
C0060,C0121,0.9523420833307465
C0060,C0198,0.9379807513971209
C0061,C0135,0.988607822952654
C0061,C0167,0.9867351953927043
C0061,C0063,0.9856329032175547
C0062,C0132,0.9989604423568014
C0062,C0197,0.9961608941790628
C0062,C0166,0.9953446938948848
C0063,C0132,0.9941249961419055
C0063,C0167,0.9939515766094408
C0063,C0062,0.9911065652297286
C0064,C0037,0.9990382642981437
C0064,C0105,0.996939025104252
C0064,C0057,0.9966960866119807
C0065,C0156,0.9973749631396104
C0065,C0068,0.9923358623442101
C0065,C0059,0.9920915049638993
C0066,C0196,0.9958006513497735
C0066,C0074,0.993981410093562
C0066,C0044,0.9906152667489816
C0067,C0122,0.9967609724204759
C0067,C0183,0.9955867148185903
C0067,C0046,0.9928078566638197
C0068,C0046,0.9974927127979487
C0068,C0122,0.9965752072648083
C0068,C0059,0.9958068629670502
C0069,C0164,0.9995793508549853
C0069,C0127,0.9951971021983033
C0069,C0081,0.9941847345328988
C0070,C0149,0.9943129860829493
C0070,C0167,0.9942675839746755
C0070,C0166,0.9939620223084902
C0071,C0031,0.9951429110586811
C0071,C0077,0.9906385037116648
C0071,C0112,0.9905719103088352
C0072,C0038,0.9991684702582172
C0072,C0055,0.9988311939017591
C0072,C0160,0.9988208782401106
C0073,C0197,0.9977009543253669
C0073,C0070,0.9900763960006095
C0073,C0132,0.9899499025119479
C0074,C0044,0.9962861674565423
C0074,C0066,0.993981410093562
C0074,C0167,0.9907604327359488
C0075,C0017,0.9950572708273661
C0075,C0124,0.9913874867903716
C0075,C0041,0.9853400336204841
C0076,C0174,0.9961419842289589
C0076,C0191,0.9955474382810168
C0076,C0192,0.9946940041786576
C0077,C0071,0.9906385037116648
C0077,C0025,0.9857343988703696
C0077,C0031,0.9823036473733887
C0078,C0140,0.9869386690280281
C0078,C0123,0.9816433845684158
C0078,C0080,0.9740736959514029
C0079,C0117,0.9996325643094466
C0079,C0026,0.9960627277244328
C0079,C0185,0.9956537406463387
C0080,C0140,0.9894248937297923
C0080,C0110,0.980237998234097
C0080,C0007,0.9782394412228703
C0081,C0179,0.9999206983665566
C0081,C0124,0.9949368827088102
C0081,C0069,0.9941847345328988
C0082,C0087,0.9979313278314116
C0082,C0163,0.9955373009978841
C0082,C0013,0.9890192920309852
C0083,C0032,0.9944434750675792
C0083,C0025,0.9663033228492248
C0083,C0077,0.9546412607657944
C0084,C0093,0.9970643209002605
C0084,C0162,0.99355456879901
C0084,C0175,0.992704926442431
C0085,C0158,0.9940225498431038
C0085,C0133,0.9875847060156405
C0085,C0120,0.9873738880312529
C0086,C0166,0.995388432894108
C0086,C0199,0.9930359780089244
C0086,C0081,0.992972950117549
C0087,C0082,0.9979313278314116
C0087,C0163,0.9973957161675656
C0087,C0013,0.9942622222079306
C0088,C0002,0.9865383627528835
C0088,C0056,0.9856890970951625
C0088,C0146,0.9856183957769865
C0089,C0066,0.9906055309806185
C0089,C0074,0.9823193015316166
C0089,C0196,0.9773073144430257
C0090,C0162,0.9972412482674723
C0090,C0101,0.9948413113380311
C0090,C0021,0.993924613046738
C0091,C0190,0.9911566742484513
C0091,C0169,0.9897990270531823
C0091,C0039,0.9892187053605561
C0092,C0193,0.9983373367768738
C0092,C0178,0.9975640485836899
C0092,C0177,0.9958374729913668
C0093,C0084,0.9970643209002605
C0093,C0021,0.9965725241679961
C0093,C0175,0.9947206459573326
C0094,C0029,0.9920544771714982
C0094,C0157,0.9904323535687185
C0094,C0030,0.9812090490066859
C0095,C0112,0.9950868370132776
C0095,C0071,0.9892746226952309
C0095,C0129,0.9880605705807303
C0096,C0171,0.9968652826628212
C0096,C0168,0.9960065864394194
C0096,C0148,0.9945522390185615
C0097,C0128,0.9622767921870031
C0097,C0043,0.915467719431007
C0097,C0123,0.8683978444333954
C0098,C0139,0.9979304882423314
C0098,C0047,0.9969540166773571
C0098,C0008,0.9916963326767946
C0099,C0104,0.9999504494362674
C0099,C0188,0.9996050351630131
C0099,C0102,0.999058115386881
C0100,C0023,0.9998880826612344
C0100,C0051,0.9970470292409706
C0100,C0105,0.9968715419235532
C0101,C0145,0.9998438768865411
C0101,C0173,0.9997880988563862
C0101,C0162,0.9980399433456638
C0102,C0104,0.9994405734298992
C0102,C0099,0.999058115386881
C0102,C0155,0.997521602404198
C0103,C0127,0.9897067384021829
C0103,C0172,0.9896650510882633
C0103,C0069,0.9853636541873446
C0104,C0099,0.9999504494362674
C0104,C0102,0.9994405734298992
C0104,C0188,0.999275744411092
C0105,C0057,0.99963654500024
C0105,C0053,0.997425170685738
C0105,C0064,0.996939025104252
C0106,C0056,0.9980708936853581
C0106,C0142,0.9949201369486668
C0106,C0177,0.9932470270787795
C0107,C0048,0.9996106406973165
C0107,C0001,0.9994150078463732
C0107,C0011,0.9989801383598134
C0108,C0155,0.9986436203001414
C0108,C0126,0.9964326668305551
C0108,C0012,0.9957581335630963
C0109,C0156,0.9869395831912887
C0109,C0008,0.9838952072223178
C0109,C0065,0.9823396324820476
C0110,C0080,0.980237998234097
C0110,C0040,0.9511024179409028
C0110,C0159,0.9506179968804412
C0111,C0010,0.9964269570462372
C0111,C0086,0.9830321527583121
C0111,C0166,0.9828379498505723
C0112,C0129,0.9957266400817523
C0112,C0095,0.9950868370132776
C0112,C0133,0.9949584299728894
C0113,C0004,0.9989099118818808
C0113,C0012,0.9942206957670929
C0113,C0102,0.9934468686485907
C0114,C0182,0.9976862249077701
C0114,C0170,0.994199356569601
C0114,C0196,0.9907325424788536
C0115,C0007,0.9953427016562342
C0115,C0140,0.9935238513770129
C0115,C0040,0.9900014580040615
C0116,C0047,0.9966570073155726
C0116,C0024,0.9955310398777751
C0116,C0194,0.9940078378622887
C0117,C0079,0.9996325643094466
C0117,C0026,0.9980997211104763
C0117,C0185,0.9946691592662763
C0118,C0184,0.9950163592535839
C0118,C0152,0.9907401760393408
C0118,C0126,0.9862729730906621
C0119,C0172,0.9820526442981106
C0119,C0009,0.9802671287317637
C0119,C0103,0.9775900585454326
C0120,C0129,0.9997068231827115
C0120,C0112,0.9940878886977328
C0120,C0133,0.9936871301068647
C0121,C0199,0.9806901756874923
C0121,C0019,0.977787024574481
C0121,C0172,0.9730762730560526
C0122,C0046,0.997651986779143
C0122,C0067,0.9967609724204759
C0122,C0068,0.9965752072648083
C0123,C0005,0.9917313180472276
C0123,C0186,0.9888215560061379
C0123,C0140,0.9857059870498224
C0124,C0017,0.9972939874349827
C0124,C0179,0.9949604218795676
C0124,C0081,0.9949368827088102
C0125,C0035,0.9981790236434555
C0125,C0183,0.9952703259214217
C0125,C0131,0.9934676231639629
C0126,C0108,0.9964326668305551
C0126,C0155,0.9962771155210695
C0126,C0152,0.9946182400700656
C0127,C0069,0.9951971021983033
C0127,C0164,0.9944080682634856
C0127,C0081,0.9920773694969555
C0128,C0043,0.9844096487029255
C0128,C0123,0.9680132840652476
C0128,C0097,0.9622767921870031
C0129,C0120,0.9997068231827115
C0129,C0112,0.9957266400817523
C0129,C0133,0.9942014590398053
C0130,C0150,0.9999015611811922
C0130,C0095,0.9867245283168019
C0130,C0071,0.973801410725817
C0131,C0036,0.9962969163660459
C0131,C0035,0.9953938153550742
C0131,C0125,0.9934676231639629
C0132,C0062,0.9989604423568014
C0132,C0197,0.9972265338703334
C0132,C0166,0.996148551414987
C0133,C0052,0.9971175871931253
C0133,C0112,0.9949584299728894
C0133,C0011,0.9949340799404046
C0134,C0027,0.9944699765123272
C0134,C0142,0.9931240277652441
C0134,C0136,0.9909555110276259
C0135,C0064,0.9961259347271436
C0135,C0037,0.9944853075047179
C0135,C0167,0.9944213972696299
C0136,C0134,0.9909555110276259
C0136,C0045,0.9906200435598621
C0136,C0200,0.9878294902689319
C0137,C0191,0.9989947615739924
C0137,C0001,0.9988368640690619
C0137,C0152,0.9986625888510359
C0138,C0200,0.9970988343575876
C0138,C0045,0.9841355372026983
C0138,C0040,0.9836597232751388
C0139,C0098,0.9979304882423314
C0139,C0047,0.9939901534950687
C0139,C0024,0.9920456982408092
C0140,C0007,0.9938746839105409
C0140,C0115,0.9935238513770129
C0140,C0080,0.9894248937297923
C0141,C0051,0.9729412404281194
C0141,C0041,0.9618302174357177
C0141,C0075,0.96022732421853
C0142,C0027,0.9977112366479538
C0142,C0002,0.9967519246554694
C0142,C0106,0.9949201369486668
C0143,C0045,0.9985597617744117
C0143,C0028,0.9978309727031001
C0143,C0054,0.9940780744820499
C0144,C0176,0.9942562151379577
C0144,C0020,0.9619899627920088
C0144,C0036,0.9593256505246968
C0145,C0173,0.9999957481770433
C0145,C0101,0.9998438768865411
C0145,C0162,0.9967783479922495
C0146,C0178,0.9978761566609939
C0146,C0177,0.9977344880285407
C0146,C0056,0.9921213380873184
C0147,C0184,0.9844291365826251
C0147,C0118,0.962679963502162
C0147,C0108,0.9435982133177488
C0148,C0171,0.9948452563743068
C0148,C0096,0.9945522390185615
C0148,C0163,0.9933203643035299
C0149,C0037,0.9992094745089151
C0149,C0170,0.9984810884096171
C0149,C0053,0.996887450493111
C0150,C0130,0.9999015611811922
C0150,C0095,0.9864227547106864
C0150,C0071,0.9749715077008373
C0151,C0003,0.9245188148725665
C0151,C0077,0.916071712575134
C0151,C0095,0.900792210698767
C0152,C0137,0.9986625888510359
C0152,C0191,0.9969802900676449
C0152,C0107,0.9952372900779213
C0153,C0039,0.9977000737310128
C0153,C0195,0.9974184740713997
C0153,C0012,0.996692032329788
C0154,C0194,0.9958019072157144
C0154,C0024,0.9944109653760825
C0154,C0116,0.9933674285742902
C0155,C0108,0.9986436203001414
C0155,C0013,0.9985139600376836
C0155,C0012,0.997927515942082
C0156,C0065,0.9973749631396104
C0156,C0109,0.9869395831912887
C0156,C0068,0.9835642133942814
C0157,C0189,0.9926817788632317
C0157,C0116,0.9923183794353059
C0157,C0094,0.9904323535687185
C0158,C0187,0.9958637751578396
C0158,C0085,0.9940225498431038
C0158,C0048,0.9921010185891931
C0159,C0005,0.9967776344360318
C0159,C0186,0.9954482567659068
C0159,C0007,0.9951647858494674
C0160,C0072,0.9988208782401106
C0160,C0038,0.9987248848199856
C0160,C0030,0.9980584185680645
C0161,C0084,0.9902724778326264
C0161,C0093,0.9844306991022922
C0161,C0090,0.9795361250747688
C0162,C0101,0.9980399433456638
C0162,C0090,0.9972412482674723
C0162,C0145,0.9967783479922495
C0163,C0087,0.9973957161675656
C0163,C0171,0.996527855503543
C0163,C0082,0.9955373009978841
C0164,C0069,0.9995793508549853
C0164,C0127,0.9944080682634856
C0164,C0179,0.9942186802361658
C0165,C0004,0.9956947390211788
C0165,C0102,0.991574002514828
C0165,C0113,0.9915487038814211
C0166,C0132,0.996148551414987
C0166,C0086,0.995388432894108
C0166,C0062,0.9953446938948848
C0167,C0132,0.9958292679884074
C0167,C0135,0.9944213972696299
C0167,C0070,0.9942675839746755
C0168,C0096,0.9960065864394194
C0168,C0006,0.9957606126631432
C0168,C0171,0.992148728968438
C0169,C0039,0.9979676515716137
C0169,C0195,0.9950532466492423
C0169,C0153,0.994345764855532
C0170,C0149,0.9984810884096171
C0170,C0037,0.9974512377566969
C0170,C0182,0.9972836965352733
C0171,C0096,0.9968652826628212
C0171,C0163,0.996527855503543
C0171,C0006,0.9964574226921914
C0172,C0019,0.9989427490056224
C0172,C0127,0.9906571907349423
C0172,C0103,0.9896650510882633
C0173,C0145,0.9999957481770433
C0173,C0101,0.9997880988563862
C0173,C0021,0.9967024978559361
C0174,C0191,0.9985508026942718
C0174,C0001,0.9981135232558863
C0174,C0181,0.996847224190345
C0175,C0093,0.9947206459573326
C0175,C0162,0.9931858109373697
C0175,C0101,0.9928945039910422
C0176,C0144,0.9942562151379577
C0176,C0018,0.9744011853076189
C0176,C0026,0.9708824458989376
C0177,C0178,0.999471669304476
C0177,C0146,0.9977344880285407
C0177,C0056,0.9959412739993991
C0178,C0177,0.999471669304476
C0178,C0146,0.9978761566609939
C0178,C0092,0.9975640485836899
C0179,C0081,0.9999206983665566
C0179,C0124,0.9949604218795676
C0179,C0164,0.9942186802361658
C0181,C0174,0.996847224190345
C0181,C0195,0.9954525761786668
C0181,C0191,0.9946397301070821
C0182,C0114,0.9976862249077701
C0182,C0170,0.9972836965352733
C0182,C0149,0.9968656936074012
C0183,C0067,0.9955867148185903
C0183,C0016,0.9953538522769771
C0183,C0125,0.9952703259214217
C0184,C0118,0.9950163592535839
C0184,C0147,0.9844291365826251
C0184,C0108,0.9768653226853535
C0185,C0050,0.9973374229636918
C0185,C0079,0.9956537406463387
C0185,C0117,0.9946691592662763
C0186,C0005,0.9982601452496408
C0186,C0159,0.9954482567659068
C0186,C0177,0.994653531514976
C0187,C0158,0.9958637751578396
C0187,C0048,0.9942418501235256
C0187,C0126,0.9931708745338234
C0188,C0099,0.9996050351630131
C0188,C0104,0.999275744411092
C0188,C0013,0.997520539848481
C0189,C0055,0.9985113192573442
C0189,C0038,0.9952133326751611
C0189,C0030,0.994826265264841
C0190,C0174,0.9957495027054601
C0190,C0195,0.995417008294671
C0190,C0052,0.9947850001356356
C0191,C0137,0.9989947615739924
C0191,C0174,0.9985508026942718
C0191,C0001,0.998056258090853
C0192,C0025,0.9960249052308608
C0192,C0076,0.9946940041786576
C0192,C0191,0.9935444672580995
C0193,C0092,0.9983373367768738
C0193,C0027,0.9953195542719644
C0193,C0159,0.9951320951929252
C0194,C0024,0.9996781144923924
C0194,C0154,0.9958019072157144
C0194,C0116,0.9940078378622887
C0195,C0039,0.9993505510906538
C0195,C0153,0.9974184740713997
C0195,C0181,0.9954525761786668
C0196,C0066,0.9958006513497735
C0196,C0170,0.990799384222471
C0196,C0114,0.9907325424788536
C0197,C0073,0.9977009543253669
C0197,C0132,0.9972265338703334
C0197,C0062,0.9961608941790628
C0198,C0014,0.9758702986651949
C0198,C0009,0.9751651696039607
C0198,C0061,0.9719558086853486
C0199,C0086,0.9930359780089244
C0199,C0166,0.9912222649951492
C0199,C0069,0.9907261380035602
C0200,C0138,0.9970988343575876
C0200,C0045,0.9893480212798214
C0200,C0193,0.9892715951825274
